"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother"	"Age of Mother Code"	Births
	"Missouri"	"29"	"1995"	"1995"	"45-49 years"	"45-49"	35
	"Missouri"	"29"	"1996"	"1996"	"Under 15 years"	"15"	181
	"Missouri"	"29"	"1996"	"1996"	"15-19 years"	"15-19"	10262
	"Missouri"	"29"	"1996"	"1996"	"20-24 years"	"20-24"	19605
	"Missouri"	"29"	"1996"	"1996"	"25-29 years"	"25-29"	20454
	"Missouri"	"29"	"1996"	"1996"	"30-34 years"	"30-34"	15792
	"Missouri"	"29"	"1996"	"1996"	"35-39 years"	"35-39"	6462
	"Missouri"	"29"	"1996"	"1996"	"40-44 years"	"40-44"	1031
	"Missouri"	"29"	"1996"	"1996"	"45-49 years"	"45-49"	45
	"Missouri"	"29"	"1997"	"1997"	"Under 15 years"	"15"	166
	"Missouri"	"29"	"1997"	"1997"	"15-19 years"	"15-19"	10095
	"Missouri"	"29"	"1997"	"1997"	"20-24 years"	"20-24"	19517
	"Missouri"	"29"	"1997"	"1997"	"25-29 years"	"25-29"	20959
	"Missouri"	"29"	"1997"	"1997"	"30-34 years"	"30-34"	15419
	"Missouri"	"29"	"1997"	"1997"	"35-39 years"	"35-39"	6738
	"Missouri"	"29"	"1997"	"1997"	"40-44 years"	"40-44"	1100
	"Missouri"	"29"	"1997"	"1997"	"45-49 years"	"45-49"	43
	"Missouri"	"29"	"1998"	"1998"	"Under 15 years"	"15"	136
	"Missouri"	"29"	"1998"	"1998"	"15-19 years"	"15-19"	10281
	"Missouri"	"29"	"1998"	"1998"	"20-24 years"	"20-24"	20291
	"Missouri"	"29"	"1998"	"1998"	"25-29 years"	"25-29"	21211
	"Missouri"	"29"	"1998"	"1998"	"30-34 years"	"30-34"	15263
	"Missouri"	"29"	"1998"	"1998"	"35-39 years"	"35-39"	6933
	"Missouri"	"29"	"1998"	"1998"	"40-44 years"	"40-44"	1195
	"Missouri"	"29"	"1998"	"1998"	"45-49 years"	"45-49"	46
	"Missouri"	"29"	"1999"	"1999"	"Under 15 years"	"15"	143
	"Missouri"	"29"	"1999"	"1999"	"15-19 years"	"15-19"	10006
	"Missouri"	"29"	"1999"	"1999"	"20-24 years"	"20-24"	20768
	"Missouri"	"29"	"1999"	"1999"	"25-29 years"	"25-29"	21233
	"Missouri"	"29"	"1999"	"1999"	"30-34 years"	"30-34"	15161
	"Missouri"	"29"	"1999"	"1999"	"35-39 years"	"35-39"	6848
	"Missouri"	"29"	"1999"	"1999"	"40-44 years"	"40-44"	1212
	"Missouri"	"29"	"1999"	"1999"	"45-49 years"	"45-49"	59
	"Missouri"	"29"	"2000"	"2000"	"Under 15 years"	"15"	134
	"Missouri"	"29"	"2000"	"2000"	"15-19 years"	"15-19"	9852
	"Missouri"	"29"	"2000"	"2000"	"20-24 years"	"20-24"	21318
	"Missouri"	"29"	"2000"	"2000"	"25-29 years"	"25-29"	21067
	"Missouri"	"29"	"2000"	"2000"	"30-34 years"	"30-34"	15699
	"Missouri"	"29"	"2000"	"2000"	"35-39 years"	"35-39"	7017
	"Missouri"	"29"	"2000"	"2000"	"40-44 years"	"40-44"	1305
	"Missouri"	"29"	"2000"	"2000"	"45-49 years"	"45-49"	66
	"Missouri"	"29"	"2001"	"2001"	"Under 15 years"	"15"	119
	"Missouri"	"29"	"2001"	"2001"	"15-19 years"	"15-19"	9317
	"Missouri"	"29"	"2001"	"2001"	"20-24 years"	"20-24"	21284
	"Missouri"	"29"	"2001"	"2001"	"25-29 years"	"25-29"	20657
	"Missouri"	"29"	"2001"	"2001"	"30-34 years"	"30-34"	15848
	"Missouri"	"29"	"2001"	"2001"	"35-39 years"	"35-39"	6876
	"Missouri"	"29"	"2001"	"2001"	"40-44 years"	"40-44"	1301
	"Missouri"	"29"	"2001"	"2001"	"45-49 years"	"45-49"	62
	"Missouri"	"29"	"2002"	"2002"	"Under 15 years"	"15"	126
	"Missouri"	"29"	"2002"	"2002"	"15-19 years"	"15-19"	8835
	"Missouri"	"29"	"2002"	"2002"	"20-24 years"	"20-24"	21679
	"Missouri"	"29"	"2002"	"2002"	"25-29 years"	"25-29"	20304
	"Missouri"	"29"	"2002"	"2002"	"30-34 years"	"30-34"	16018
	"Missouri"	"29"	"2002"	"2002"	"35-39 years"	"35-39"	6865
	"Missouri"	"29"	"2002"	"2002"	"40-44 years"	"40-44"	1346
	"Missouri"	"29"	"2002"	"2002"	"45-49 years"	"45-49"	78
	"Montana"	"30"	"1995"	"1995"	"Under 15 years"	"15"	12
	"Montana"	"30"	"1995"	"1995"	"15-19 years"	"15-19"	1395
	"Montana"	"30"	"1995"	"1995"	"20-24 years"	"20-24"	2953
	"Montana"	"30"	"1995"	"1995"	"25-29 years"	"25-29"	3090
	"Montana"	"30"	"1995"	"1995"	"30-34 years"	"30-34"	2398
	"Montana"	"30"	"1995"	"1995"	"35-39 years"	"35-39"	1098
	"Montana"	"30"	"1995"	"1995"	"40-44 years"	"40-44"	186
	"Montana"	"30"	"1995"	"1995"	"45-49 years"	"45-49"	10
	"Montana"	"30"	"1996"	"1996"	"Under 15 years"	"15"	18
	"Montana"	"30"	"1996"	"1996"	"15-19 years"	"15-19"	1326
	"Montana"	"30"	"1996"	"1996"	"20-24 years"	"20-24"	2847
	"Montana"	"30"	"1996"	"1996"	"25-29 years"	"25-29"	3049
	"Montana"	"30"	"1996"	"1996"	"30-34 years"	"30-34"	2300
	"Montana"	"30"	"1996"	"1996"	"35-39 years"	"35-39"	1088
	"Montana"	"30"	"1996"	"1996"	"40-44 years"	"40-44"	215
	"Montana"	"30"	"1996"	"1996"	"45-49 years"	"45-49"	13
	"Montana"	"30"	"1997"	"1997"	"Under 15 years"	"15"	17
	"Montana"	"30"	"1997"	"1997"	"15-19 years"	"15-19"	1311
	"Montana"	"30"	"1997"	"1997"	"20-24 years"	"20-24"	2830
	"Montana"	"30"	"1997"	"1997"	"25-29 years"	"25-29"	3072
	"Montana"	"30"	"1997"	"1997"	"30-34 years"	"30-34"	2236
	"Montana"	"30"	"1997"	"1997"	"35-39 years"	"35-39"	1152
	"Montana"	"30"	"1997"	"1997"	"40-44 years"	"40-44"	223
	"Montana"	"30"	"1998"	"1998"	"Under 15 years"	"15"	17
	"Montana"	"30"	"1998"	"1998"	"15-19 years"	"15-19"	1316
	"Montana"	"30"	"1998"	"1998"	"20-24 years"	"20-24"	2995
	"Montana"	"30"	"1998"	"1998"	"25-29 years"	"25-29"	2966
	"Montana"	"30"	"1998"	"1998"	"30-34 years"	"30-34"	2199
	"Montana"	"30"	"1998"	"1998"	"35-39 years"	"35-39"	1061
	"Montana"	"30"	"1998"	"1998"	"40-44 years"	"40-44"	227
	"Montana"	"30"	"1998"	"1998"	"45-49 years"	"45-49"	14
	"Montana"	"30"	"1999"	"1999"	"Under 15 years"	"15"	11
	"Montana"	"30"	"1999"	"1999"	"15-19 years"	"15-19"	1249
	"Montana"	"30"	"1999"	"1999"	"20-24 years"	"20-24"	2985
	"Montana"	"30"	"1999"	"1999"	"25-29 years"	"25-29"	3016
	"Montana"	"30"	"1999"	"1999"	"30-34 years"	"30-34"	2163
	"Montana"	"30"	"1999"	"1999"	"35-39 years"	"35-39"	1120
	"Montana"	"30"	"1999"	"1999"	"40-44 years"	"40-44"	227
	"Montana"	"30"	"1999"	"1999"	"45-49 years"	"45-49"	14
	"Montana"	"30"	"2000"	"2000"	"15-19 years"	"15-19"	1268
	"Montana"	"30"	"2000"	"2000"	"20-24 years"	"20-24"	3068
	"Montana"	"30"	"2000"	"2000"	"25-29 years"	"25-29"	3052
	"Montana"	"30"	"2000"	"2000"	"30-34 years"	"30-34"	2196
	"Montana"	"30"	"2000"	"2000"	"35-39 years"	"35-39"	1102
	"Montana"	"30"	"2000"	"2000"	"40-44 years"	"40-44"	252
	"Montana"	"30"	"2000"	"2000"	"45-49 years"	"45-49"	12
	"Montana"	"30"	"2001"	"2001"	"Under 15 years"	"15"	11
	"Montana"	"30"	"2001"	"2001"	"15-19 years"	"15-19"	1258
	"Montana"	"30"	"2001"	"2001"	"20-24 years"	"20-24"	3106
	"Montana"	"30"	"2001"	"2001"	"25-29 years"	"25-29"	2955
	"Montana"	"30"	"2001"	"2001"	"30-34 years"	"30-34"	2320
	"Montana"	"30"	"2001"	"2001"	"35-39 years"	"35-39"	1045
	"Montana"	"30"	"2001"	"2001"	"40-44 years"	"40-44"	265
	"Montana"	"30"	"2001"	"2001"	"45-49 years"	"45-49"	10
	"Montana"	"30"	"2002"	"2002"	"15-19 years"	"15-19"	1266
	"Montana"	"30"	"2002"	"2002"	"20-24 years"	"20-24"	3163
	"Montana"	"30"	"2002"	"2002"	"25-29 years"	"25-29"	3028
	"Montana"	"30"	"2002"	"2002"	"30-34 years"	"30-34"	2319
	"Montana"	"30"	"2002"	"2002"	"35-39 years"	"35-39"	1006
	"Montana"	"30"	"2002"	"2002"	"40-44 years"	"40-44"	246
	"Montana"	"30"	"2002"	"2002"	"45-49 years"	"45-49"	12
	"Nebraska"	"31"	"1995"	"1995"	"Under 15 years"	"15"	38
	"Nebraska"	"31"	"1995"	"1995"	"15-19 years"	"15-19"	2283
	"Nebraska"	"31"	"1995"	"1995"	"20-24 years"	"20-24"	5823
	"Nebraska"	"31"	"1995"	"1995"	"25-29 years"	"25-29"	7004
	"Nebraska"	"31"	"1995"	"1995"	"30-34 years"	"30-34"	5583
	"Nebraska"	"31"	"1995"	"1995"	"35-39 years"	"35-39"	2170
	"Nebraska"	"31"	"1995"	"1995"	"40-44 years"	"40-44"	329
	"Nebraska"	"31"	"1995"	"1995"	"45-49 years"	"45-49"	13
	"Nebraska"	"31"	"1996"	"1996"	"Under 15 years"	"15"	39
	"Nebraska"	"31"	"1996"	"1996"	"15-19 years"	"15-19"	2434
	"Nebraska"	"31"	"1996"	"1996"	"20-24 years"	"20-24"	5541
	"Nebraska"	"31"	"1996"	"1996"	"25-29 years"	"25-29"	7170
	"Nebraska"	"31"	"1996"	"1996"	"30-34 years"	"30-34"	5430
	"Nebraska"	"31"	"1996"	"1996"	"35-39 years"	"35-39"	2269
	"Nebraska"	"31"	"1996"	"1996"	"40-44 years"	"40-44"	388
	"Nebraska"	"31"	"1996"	"1996"	"45-49 years"	"45-49"	15
	"Nebraska"	"31"	"1997"	"1997"	"Under 15 years"	"15"	50
	"Nebraska"	"31"	"1997"	"1997"	"15-19 years"	"15-19"	2397
	"Nebraska"	"31"	"1997"	"1997"	"20-24 years"	"20-24"	5577
	"Nebraska"	"31"	"1997"	"1997"	"25-29 years"	"25-29"	7335
	"Nebraska"	"31"	"1997"	"1997"	"30-34 years"	"30-34"	5226
	"Nebraska"	"31"	"1997"	"1997"	"35-39 years"	"35-39"	2308
	"Nebraska"	"31"	"1997"	"1997"	"40-44 years"	"40-44"	409
	"Nebraska"	"31"	"1997"	"1997"	"45-49 years"	"45-49"	17
	"Nebraska"	"31"	"1998"	"1998"	"Under 15 years"	"15"	33
	"Nebraska"	"31"	"1998"	"1998"	"15-19 years"	"15-19"	2451
	"Nebraska"	"31"	"1998"	"1998"	"20-24 years"	"20-24"	5677
	"Nebraska"	"31"	"1998"	"1998"	"25-29 years"	"25-29"	7228
	"Nebraska"	"31"	"1998"	"1998"	"30-34 years"	"30-34"	5328
	"Nebraska"	"31"	"1998"	"1998"	"35-39 years"	"35-39"	2416
	"Nebraska"	"31"	"1998"	"1998"	"40-44 years"	"40-44"	380
	"Nebraska"	"31"	"1998"	"1998"	"45-49 years"	"45-49"	19
	"Nebraska"	"31"	"1999"	"1999"	"Under 15 years"	"15"	35
	"Nebraska"	"31"	"1999"	"1999"	"15-19 years"	"15-19"	2470
	"Nebraska"	"31"	"1999"	"1999"	"20-24 years"	"20-24"	5890
	"Nebraska"	"31"	"1999"	"1999"	"25-29 years"	"25-29"	7268
	"Nebraska"	"31"	"1999"	"1999"	"30-34 years"	"30-34"	5418
	"Nebraska"	"31"	"1999"	"1999"	"35-39 years"	"35-39"	2379
	"Nebraska"	"31"	"1999"	"1999"	"40-44 years"	"40-44"	424
	"Nebraska"	"31"	"1999"	"1999"	"45-49 years"	"45-49"	21
	"Nebraska"	"31"	"2000"	"2000"	"Under 15 years"	"15"	34
	"Nebraska"	"31"	"2000"	"2000"	"15-19 years"	"15-19"	2477
	"Nebraska"	"31"	"2000"	"2000"	"20-24 years"	"20-24"	6089
	"Nebraska"	"31"	"2000"	"2000"	"25-29 years"	"25-29"	7448
	"Nebraska"	"31"	"2000"	"2000"	"30-34 years"	"30-34"	5696
	"Nebraska"	"31"	"2000"	"2000"	"35-39 years"	"35-39"	2422
	"Nebraska"	"31"	"2000"	"2000"	"40-44 years"	"40-44"	458
	"Nebraska"	"31"	"2000"	"2000"	"45-49 years"	"45-49"	22
	"Nebraska"	"31"	"2001"	"2001"	"Under 15 years"	"15"	25
	"Nebraska"	"31"	"2001"	"2001"	"15-19 years"	"15-19"	2393
	"Nebraska"	"31"	"2001"	"2001"	"20-24 years"	"20-24"	6358
	"Nebraska"	"31"	"2001"	"2001"	"25-29 years"	"25-29"	7435
	"Nebraska"	"31"	"2001"	"2001"	"30-34 years"	"30-34"	5666
	"Nebraska"	"31"	"2001"	"2001"	"35-39 years"	"35-39"	2482
	"Nebraska"	"31"	"2001"	"2001"	"40-44 years"	"40-44"	438
	"Nebraska"	"31"	"2001"	"2001"	"45-49 years"	"45-49"	23
	"Nebraska"	"31"	"2002"	"2002"	"Under 15 years"	"15"	24
	"Nebraska"	"31"	"2002"	"2002"	"15-19 years"	"15-19"	2394
	"Nebraska"	"31"	"2002"	"2002"	"20-24 years"	"20-24"	6619
	"Nebraska"	"31"	"2002"	"2002"	"25-29 years"	"25-29"	7609
	"Nebraska"	"31"	"2002"	"2002"	"30-34 years"	"30-34"	5788
	"Nebraska"	"31"	"2002"	"2002"	"35-39 years"	"35-39"	2399
	"Nebraska"	"31"	"2002"	"2002"	"40-44 years"	"40-44"	525
	"Nebraska"	"31"	"2002"	"2002"	"45-49 years"	"45-49"	25
	"Nevada"	"32"	"1995"	"1995"	"Under 15 years"	"15"	72
	"Nevada"	"32"	"1995"	"1995"	"15-19 years"	"15-19"	3351
	"Nevada"	"32"	"1995"	"1995"	"20-24 years"	"20-24"	6709
	"Nevada"	"32"	"1995"	"1995"	"25-29 years"	"25-29"	7116
	"Nevada"	"32"	"1995"	"1995"	"30-34 years"	"30-34"	5190
	"Nevada"	"32"	"1995"	"1995"	"35-39 years"	"35-39"	2156
	"Nevada"	"32"	"1995"	"1995"	"40-44 years"	"40-44"	440
	"Nevada"	"32"	"1995"	"1995"	"45-49 years"	"45-49"	22
	"Nevada"	"32"	"1996"	"1996"	"Under 15 years"	"15"	75
	"Nevada"	"32"	"1996"	"1996"	"15-19 years"	"15-19"	3402
	"Nevada"	"32"	"1996"	"1996"	"20-24 years"	"20-24"	6949
	"Nevada"	"32"	"1996"	"1996"	"25-29 years"	"25-29"	7550
	"Nevada"	"32"	"1996"	"1996"	"30-34 years"	"30-34"	5358
	"Nevada"	"32"	"1996"	"1996"	"35-39 years"	"35-39"	2359
	"Nevada"	"32"	"1996"	"1996"	"40-44 years"	"40-44"	408
	"Nevada"	"32"	"1996"	"1996"	"45-49 years"	"45-49"	24
	"Nevada"	"32"	"1997"	"1997"	"Under 15 years"	"15"	77
	"Nevada"	"32"	"1997"	"1997"	"15-19 years"	"15-19"	3559
	"Nevada"	"32"	"1997"	"1997"	"20-24 years"	"20-24"	7034
	"Nevada"	"32"	"1997"	"1997"	"25-29 years"	"25-29"	7763
	"Nevada"	"32"	"1997"	"1997"	"30-34 years"	"30-34"	5445
	"Nevada"	"32"	"1997"	"1997"	"35-39 years"	"35-39"	2494
	"Nevada"	"32"	"1997"	"1997"	"40-44 years"	"40-44"	518
	"Nevada"	"32"	"1997"	"1997"	"45-49 years"	"45-49"	20
	"Nevada"	"32"	"1998"	"1998"	"Under 15 years"	"15"	72
	"Nevada"	"32"	"1998"	"1998"	"15-19 years"	"15-19"	3700
	"Nevada"	"32"	"1998"	"1998"	"20-24 years"	"20-24"	7656
	"Nevada"	"32"	"1998"	"1998"	"25-29 years"	"25-29"	8271
	"Nevada"	"32"	"1998"	"1998"	"30-34 years"	"30-34"	5795
	"Nevada"	"32"	"1998"	"1998"	"35-39 years"	"35-39"	2636
	"Nevada"	"32"	"1998"	"1998"	"40-44 years"	"40-44"	536
	"Nevada"	"32"	"1998"	"1998"	"45-49 years"	"45-49"	33
	"Nevada"	"32"	"1999"	"1999"	"Under 15 years"	"15"	73
	"Nevada"	"32"	"1999"	"1999"	"15-19 years"	"15-19"	3777
	"Nevada"	"32"	"1999"	"1999"	"20-24 years"	"20-24"	7901
	"Nevada"	"32"	"1999"	"1999"	"25-29 years"	"25-29"	8207
	"Nevada"	"32"	"1999"	"1999"	"30-34 years"	"30-34"	5953
	"Nevada"	"32"	"1999"	"1999"	"35-39 years"	"35-39"	2798
	"Nevada"	"32"	"1999"	"1999"	"40-44 years"	"40-44"	606
	"Nevada"	"32"	"1999"	"1999"	"45-49 years"	"45-49"	42
	"Nevada"	"32"	"2000"	"2000"	"Under 15 years"	"15"	65
	"Nevada"	"32"	"2000"	"2000"	"15-19 years"	"15-19"	3861
	"Nevada"	"32"	"2000"	"2000"	"20-24 years"	"20-24"	8338
	"Nevada"	"32"	"2000"	"2000"	"25-29 years"	"25-29"	8505
	"Nevada"	"32"	"2000"	"2000"	"30-34 years"	"30-34"	6472
	"Nevada"	"32"	"2000"	"2000"	"35-39 years"	"35-39"	2940
	"Nevada"	"32"	"2000"	"2000"	"40-44 years"	"40-44"	618
	"Nevada"	"32"	"2000"	"2000"	"45-49 years"	"45-49"	30
	"Nevada"	"32"	"2001"	"2001"	"Under 15 years"	"15"	63
	"Nevada"	"32"	"2001"	"2001"	"15-19 years"	"15-19"	3677
	"Nevada"	"32"	"2001"	"2001"	"20-24 years"	"20-24"	8480
	"Nevada"	"32"	"2001"	"2001"	"25-29 years"	"25-29"	8634
	"Nevada"	"32"	"2001"	"2001"	"30-34 years"	"30-34"	6733
	"Nevada"	"32"	"2001"	"2001"	"35-39 years"	"35-39"	3062
	"Nevada"	"32"	"2001"	"2001"	"40-44 years"	"40-44"	687
	"Nevada"	"32"	"2001"	"2001"	"45-49 years"	"45-49"	40
	"Nevada"	"32"	"2002"	"2002"	"Under 15 years"	"15"	47
	"Nevada"	"32"	"2002"	"2002"	"15-19 years"	"15-19"	3663
	"Nevada"	"32"	"2002"	"2002"	"20-24 years"	"20-24"	8821
	"Nevada"	"32"	"2002"	"2002"	"25-29 years"	"25-29"	8869
	"Nevada"	"32"	"2002"	"2002"	"30-34 years"	"30-34"	7113
	"Nevada"	"32"	"2002"	"2002"	"35-39 years"	"35-39"	3302
	"Nevada"	"32"	"2002"	"2002"	"40-44 years"	"40-44"	719
	"Nevada"	"32"	"2002"	"2002"	"45-49 years"	"45-49"	37
	"New Hampshire"	"33"	"1995"	"1995"	"15-19 years"	"15-19"	1103
	"New Hampshire"	"33"	"1995"	"1995"	"20-24 years"	"20-24"	2824
	"New Hampshire"	"33"	"1995"	"1995"	"25-29 years"	"25-29"	4392
	"New Hampshire"	"33"	"1995"	"1995"	"30-34 years"	"30-34"	4304
	"New Hampshire"	"33"	"1995"	"1995"	"35-39 years"	"35-39"	1764
	"New Hampshire"	"33"	"1995"	"1995"	"40-44 years"	"40-44"	261
	"New Hampshire"	"33"	"1995"	"1995"	"45-49 years"	"45-49"	12
	"New Hampshire"	"33"	"1996"	"1996"	"15-19 years"	"15-19"	1072
	"New Hampshire"	"33"	"1996"	"1996"	"20-24 years"	"20-24"	2671
	"New Hampshire"	"33"	"1996"	"1996"	"25-29 years"	"25-29"	4307
	"New Hampshire"	"33"	"1996"	"1996"	"30-34 years"	"30-34"	4209
	"New Hampshire"	"33"	"1996"	"1996"	"35-39 years"	"35-39"	1931
	"New Hampshire"	"33"	"1996"	"1996"	"40-44 years"	"40-44"	318
	"New Hampshire"	"33"	"1997"	"1997"	"15-19 years"	"15-19"	1111
	"New Hampshire"	"33"	"1997"	"1997"	"20-24 years"	"20-24"	2709
	"New Hampshire"	"33"	"1997"	"1997"	"25-29 years"	"25-29"	4137
	"New Hampshire"	"33"	"1997"	"1997"	"30-34 years"	"30-34"	4196
	"New Hampshire"	"33"	"1997"	"1997"	"35-39 years"	"35-39"	1807
	"New Hampshire"	"33"	"1997"	"1997"	"40-44 years"	"40-44"	337
	"New Hampshire"	"33"	"1997"	"1997"	"45-49 years"	"45-49"	11
	"New Hampshire"	"33"	"1998"	"1998"	"Under 15 years"	"15"	13
	"New Hampshire"	"33"	"1998"	"1998"	"15-19 years"	"15-19"	1094
	"New Hampshire"	"33"	"1998"	"1998"	"20-24 years"	"20-24"	2625
	"New Hampshire"	"33"	"1998"	"1998"	"25-29 years"	"25-29"	4181
	"New Hampshire"	"33"	"1998"	"1998"	"30-34 years"	"30-34"	4161
	"New Hampshire"	"33"	"1998"	"1998"	"35-39 years"	"35-39"	2019
	"New Hampshire"	"33"	"1998"	"1998"	"40-44 years"	"40-44"	323
	"New Hampshire"	"33"	"1998"	"1998"	"45-49 years"	"45-49"	12
	"New Hampshire"	"33"	"1999"	"1999"	"15-19 years"	"15-19"	997
	"New Hampshire"	"33"	"1999"	"1999"	"20-24 years"	"20-24"	2559
	"New Hampshire"	"33"	"1999"	"1999"	"25-29 years"	"25-29"	4006
	"New Hampshire"	"33"	"1999"	"1999"	"30-34 years"	"30-34"	4097
	"New Hampshire"	"33"	"1999"	"1999"	"35-39 years"	"35-39"	1987
	"New Hampshire"	"33"	"1999"	"1999"	"40-44 years"	"40-44"	374
	"New Hampshire"	"33"	"1999"	"1999"	"45-49 years"	"45-49"	14
	"New Hampshire"	"33"	"2000"	"2000"	"15-19 years"	"15-19"	995
	"New Hampshire"	"33"	"2000"	"2000"	"20-24 years"	"20-24"	2686
	"New Hampshire"	"33"	"2000"	"2000"	"25-29 years"	"25-29"	4104
	"New Hampshire"	"33"	"2000"	"2000"	"30-34 years"	"30-34"	4244
	"New Hampshire"	"33"	"2000"	"2000"	"35-39 years"	"35-39"	2146
	"New Hampshire"	"33"	"2000"	"2000"	"40-44 years"	"40-44"	407
	"New Hampshire"	"33"	"2000"	"2000"	"45-49 years"	"45-49"	23
	"New Hampshire"	"33"	"2001"	"2001"	"15-19 years"	"15-19"	914
	"New Hampshire"	"33"	"2001"	"2001"	"20-24 years"	"20-24"	2770
	"New Hampshire"	"33"	"2001"	"2001"	"25-29 years"	"25-29"	3952
	"New Hampshire"	"33"	"2001"	"2001"	"30-34 years"	"30-34"	4385
	"New Hampshire"	"33"	"2001"	"2001"	"35-39 years"	"35-39"	2237
	"New Hampshire"	"33"	"2001"	"2001"	"40-44 years"	"40-44"	375
	"New Hampshire"	"33"	"2001"	"2001"	"45-49 years"	"45-49"	16
	"New Hampshire"	"33"	"2002"	"2002"	"15-19 years"	"15-19"	881
	"New Hampshire"	"33"	"2002"	"2002"	"20-24 years"	"20-24"	2639
	"New Hampshire"	"33"	"2002"	"2002"	"25-29 years"	"25-29"	3742
	"New Hampshire"	"33"	"2002"	"2002"	"30-34 years"	"30-34"	4504
	"New Hampshire"	"33"	"2002"	"2002"	"35-39 years"	"35-39"	2219
	"New Hampshire"	"33"	"2002"	"2002"	"40-44 years"	"40-44"	429
	"New Hampshire"	"33"	"2002"	"2002"	"45-49 years"	"45-49"	27
	"New Jersey"	"34"	"1995"	"1995"	"Under 15 years"	"15"	233
	"New Jersey"	"34"	"1995"	"1995"	"15-19 years"	"15-19"	9151
	"New Jersey"	"34"	"1995"	"1995"	"20-24 years"	"20-24"	18607
	"New Jersey"	"34"	"1995"	"1995"	"25-29 years"	"25-29"	31710
	"New Jersey"	"34"	"1995"	"1995"	"30-34 years"	"30-34"	35971
	"New Jersey"	"34"	"1995"	"1995"	"35-39 years"	"35-39"	16394
	"New Jersey"	"34"	"1995"	"1995"	"40-44 years"	"40-44"	2671
	"New Jersey"	"34"	"1995"	"1995"	"45-49 years"	"45-49"	91
	"New Jersey"	"34"	"1996"	"1996"	"Under 15 years"	"15"	210
	"New Jersey"	"34"	"1996"	"1996"	"15-19 years"	"15-19"	8639
	"New Jersey"	"34"	"1996"	"1996"	"20-24 years"	"20-24"	17680
	"New Jersey"	"34"	"1996"	"1996"	"25-29 years"	"25-29"	30828
	"New Jersey"	"34"	"1996"	"1996"	"30-34 years"	"30-34"	36703
	"New Jersey"	"34"	"1996"	"1996"	"35-39 years"	"35-39"	17211
	"New Jersey"	"34"	"1996"	"1996"	"40-44 years"	"40-44"	2887
	"New Jersey"	"34"	"1996"	"1996"	"45-49 years"	"45-49"	148
	"New Jersey"	"34"	"1997"	"1997"	"Under 15 years"	"15"	199
	"New Jersey"	"34"	"1997"	"1997"	"15-19 years"	"15-19"	8643
	"New Jersey"	"34"	"1997"	"1997"	"20-24 years"	"20-24"	17619
	"New Jersey"	"34"	"1997"	"1997"	"25-29 years"	"25-29"	29920
	"New Jersey"	"34"	"1997"	"1997"	"30-34 years"	"30-34"	36060
	"New Jersey"	"34"	"1997"	"1997"	"35-39 years"	"35-39"	17488
	"New Jersey"	"34"	"1997"	"1997"	"40-44 years"	"40-44"	3218
	"New Jersey"	"34"	"1997"	"1997"	"45-49 years"	"45-49"	126
	"New Jersey"	"34"	"1998"	"1998"	"Under 15 years"	"15"	163
	"New Jersey"	"34"	"1998"	"1998"	"15-19 years"	"15-19"	8708
	"New Jersey"	"34"	"1998"	"1998"	"20-24 years"	"20-24"	18105
	"New Jersey"	"34"	"1998"	"1998"	"25-29 years"	"25-29"	29504
	"New Jersey"	"34"	"1998"	"1998"	"30-34 years"	"30-34"	35896
	"New Jersey"	"34"	"1998"	"1998"	"35-39 years"	"35-39"	18527
	"New Jersey"	"34"	"1998"	"1998"	"40-44 years"	"40-44"	3474
	"New Jersey"	"34"	"1998"	"1998"	"45-49 years"	"45-49"	166
	"New Jersey"	"34"	"1999"	"1999"	"Under 15 years"	"15"	172
	"New Jersey"	"34"	"1999"	"1999"	"15-19 years"	"15-19"	8282
	"New Jersey"	"34"	"1999"	"1999"	"20-24 years"	"20-24"	18540
	"New Jersey"	"34"	"1999"	"1999"	"25-29 years"	"25-29"	28943
	"New Jersey"	"34"	"1999"	"1999"	"30-34 years"	"30-34"	35471
	"New Jersey"	"34"	"1999"	"1999"	"35-39 years"	"35-39"	18878
	"New Jersey"	"34"	"1999"	"1999"	"40-44 years"	"40-44"	3632
	"New Jersey"	"34"	"1999"	"1999"	"45-49 years"	"45-49"	178
	"New Jersey"	"34"	"2000"	"2000"	"Under 15 years"	"15"	132
	"New Jersey"	"34"	"2000"	"2000"	"15-19 years"	"15-19"	8087
	"New Jersey"	"34"	"2000"	"2000"	"20-24 years"	"20-24"	18937
	"New Jersey"	"34"	"2000"	"2000"	"25-29 years"	"25-29"	28654
	"New Jersey"	"34"	"2000"	"2000"	"30-34 years"	"30-34"	36223
	"New Jersey"	"34"	"2000"	"2000"	"35-39 years"	"35-39"	19568
	"New Jersey"	"34"	"2000"	"2000"	"40-44 years"	"40-44"	3851
	"New Jersey"	"34"	"2000"	"2000"	"45-49 years"	"45-49"	168
	"New Jersey"	"34"	"2000"	"2000"	"50 years and over"	"50+"	12
	"New Jersey"	"34"	"2001"	"2001"	"Under 15 years"	"15"	143
	"New Jersey"	"34"	"2001"	"2001"	"15-19 years"	"15-19"	7693
	"New Jersey"	"34"	"2001"	"2001"	"20-24 years"	"20-24"	19507
	"New Jersey"	"34"	"2001"	"2001"	"25-29 years"	"25-29"	28195
	"New Jersey"	"34"	"2001"	"2001"	"30-34 years"	"30-34"	36243
	"New Jersey"	"34"	"2001"	"2001"	"35-39 years"	"35-39"	19818
